0,1,2,3,4
"{'student_id': 81, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.34809528609410745, 'quiz_score': 0.949862571319348, 'interactive_engagement': 0.6734411512755006, 'time_spent': 37.8601242779036}","{'student_id': 81, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.45338271851192996, 'quiz_score': 0.862182359055592, 'interactive_engagement': 0.5851498875040064, 'time_spent': 21.644789296903692}","{'student_id': 81, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5897759770840993, 'quiz_score': 0.9784900471368112, 'interactive_engagement': 0.5309490989580438, 'time_spent': 29.836208398827655}","{'student_id': 81, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5374430817867569, 'quiz_score': 0.9669672276619907, 'interactive_engagement': 0.5398385622198745, 'time_spent': 27.903886820915886}","{'student_id': 81, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.42348193951285223, 'quiz_score': 0.9900316882170441, 'interactive_engagement': 0.6981703609045773, 'time_spent': 35.19733329826943}"
"{'student_id': 82, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9075832329239174, 'quiz_score': 0.766443807877913, 'interactive_engagement': 0.29526487270027596, 'time_spent': 35.58575802702364}","{'student_id': 82, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7754730839086175, 'quiz_score': 0.772240502791338, 'interactive_engagement': 0.3961748085131742, 'time_spent': 52.21203636583567}","{'student_id': 82, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7829132054461396, 'quiz_score': 0.5415606475005986, 'interactive_engagement': 0.33802761182368785, 'time_spent': 40.98168919496692}","{'student_id': 82, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.9755684859199115, 'quiz_score': 0.6202922984292987, 'interactive_engagement': 0.41238568320602526, 'time_spent': 48.284083165759114}","{'student_id': 82, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.8439905496329816, 'quiz_score': 0.5894745874335551, 'interactive_engagement': 0.30971431504566427, 'time_spent': 41.797938590532056}"
"{'student_id': 83, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.3729429985093825, 'quiz_score': 0.8129300748070117, 'interactive_engagement': 0.457565852394551, 'time_spent': 28.645916141382894}","{'student_id': 83, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.4601378793606575, 'quiz_score': 1.054541322430263, 'interactive_engagement': 0.561171234927897, 'time_spent': 26.624226114831476}","{'student_id': 83, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.4377230489824423, 'quiz_score': 0.8506006305637325, 'interactive_engagement': 0.5538156470284042, 'time_spent': 37.81631468411112}","{'student_id': 83, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.44293414530633274, 'quiz_score': 0.8841518496178522, 'interactive_engagement': 0.45986891590216966, 'time_spent': 38.84658179944872}","{'student_id': 83, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.531507659545522, 'quiz_score': 1.0098393567697377, 'interactive_engagement': 0.6336261768310151, 'time_spent': 38.829640771911215}"
"{'student_id': 84, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.42333109629661253, 'quiz_score': 0.9099515240844659, 'interactive_engagement': 0.394871446285756, 'time_spent': 39.97432706993603}","{'student_id': 84, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.4475122831058356, 'quiz_score': 1.0512755707449162, 'interactive_engagement': 0.6770624687384659, 'time_spent': 34.9908467834481}","{'student_id': 84, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.5364529012121868, 'quiz_score': 0.7529389287614795, 'interactive_engagement': 0.6798191200437289, 'time_spent': 38.986435879407736}","{'student_id': 84, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.38574102640187197, 'quiz_score': 0.8269362414379118, 'interactive_engagement': 0.37158446232546094, 'time_spent': 23.95726212096428}","{'student_id': 84, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.34262710707285515, 'quiz_score': 0.7000828277080009, 'interactive_engagement': 0.5424559968077673, 'time_spent': 24.866895227806072}"
"{'student_id': 85, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.5789226021390274, 'quiz_score': 0.7433807415663201, 'interactive_engagement': 0.6155539554213425, 'time_spent': 23.979477808125626}","{'student_id': 85, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.4569062664134638, 'quiz_score': 0.9277781725916441, 'interactive_engagement': 0.584128949706945, 'time_spent': 26.462567832835948}","{'student_id': 85, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.49046624818446455, 'quiz_score': 0.9319353306138211, 'interactive_engagement': 0.6596079402690598, 'time_spent': 31.71426335429948}","{'student_id': 85, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5793688075994682, 'quiz_score': 0.77004947140686, 'interactive_engagement': 0.48699299845195143, 'time_spent': 35.94467741265004}","{'student_id': 85, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5576672020413799, 'quiz_score': 0.7900130050617338, 'interactive_engagement': 0.5248523668144577, 'time_spent': 36.069756698937944}"
"{'student_id': 86, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.8038053811275786, 'quiz_score': 0.7550087800314116, 'interactive_engagement': 0.3709032372840796, 'time_spent': 50.010844358963276}","{'student_id': 86, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.9315624837341502, 'quiz_score': 0.7042529563028243, 'interactive_engagement': 0.14208067439346553, 'time_spent': 49.250705851193295}","{'student_id': 86, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9450752026510866, 'quiz_score': 0.6570004909748407, 'interactive_engagement': 0.2771911764072162, 'time_spent': 57.65010017099746}","{'student_id': 86, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8113953553699096, 'quiz_score': 0.7253355529738738, 'interactive_engagement': 0.24756159820221382, 'time_spent': 48.18855948790373}","{'student_id': 86, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8033565751747719, 'quiz_score': 0.5790597278032246, 'interactive_engagement': 0.3099190503921174, 'time_spent': 41.85026397376272}"
"{'student_id': 87, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.2585751224315988, 'quiz_score': 0.6477605350898393, 'interactive_engagement': 0.4197414613111253, 'time_spent': 62.82774910778731}","{'student_id': 87, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.28630160300129215, 'quiz_score': 0.8168544620819997, 'interactive_engagement': 0.6257943148774678, 'time_spent': 56.76286335119797}","{'student_id': 87, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.4493368402278789, 'quiz_score': 0.5805114016321035, 'interactive_engagement': 0.6363284400015233, 'time_spent': 65.53810927518309}","{'student_id': 87, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.44552456206261826, 'quiz_score': 0.7811856760531379, 'interactive_engagement': 0.5693417910876528, 'time_spent': 57.77670111852372}","{'student_id': 87, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.3251218391628688, 'quiz_score': 0.7858896647180135, 'interactive_engagement': 0.34005127962516035, 'time_spent': 51.602825883850706}"
"{'student_id': 88, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.1855499557125133, 'quiz_score': 0.5125073051958657, 'interactive_engagement': 0.9347976886753946, 'time_spent': 75.00808967689174}","{'student_id': 88, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.3498192744493552, 'quiz_score': 0.48905605307816147, 'interactive_engagement': 0.6696432416828838, 'time_spent': 76.30335950212849}","{'student_id': 88, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.21614412191471766, 'quiz_score': 0.662208957243303, 'interactive_engagement': 0.8646879991746235, 'time_spent': 50.70999788537794}","{'student_id': 88, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.2172427002781698, 'quiz_score': 0.4506395961788339, 'interactive_engagement': 0.7891322327147293, 'time_spent': 78.73157408135026}","{'student_id': 88, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.3192793066989238, 'quiz_score': 0.5520312216650182, 'interactive_engagement': 0.6812252672526172, 'time_spent': 65.00947605062362}"
"{'student_id': 89, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7921418744184944, 'quiz_score': 0.6189601218966014, 'interactive_engagement': 0.271642056676894, 'time_spent': 33.76259974027874}","{'student_id': 89, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8449980708676709, 'quiz_score': 0.5405161123684515, 'interactive_engagement': 0.4292165777452036, 'time_spent': 51.863361645628295}","{'student_id': 89, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.8234335452606183, 'quiz_score': 0.8130261065961895, 'interactive_engagement': 0.46554171553700535, 'time_spent': 33.648420111501906}","{'student_id': 89, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7599506538270575, 'quiz_score': 0.6804203722283082, 'interactive_engagement': 0.3353091869918321, 'time_spent': 32.03599460158753}","{'student_id': 89, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9570084279434551, 'quiz_score': 0.7723962392285505, 'interactive_engagement': 0.5079183890585329, 'time_spent': 51.81679742468475}"
"{'student_id': 90, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.31906945765705264, 'quiz_score': 0.7637976232381071, 'interactive_engagement': 0.36278109629481986, 'time_spent': 66.52337906553265}","{'student_id': 90, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.22482831125407468, 'quiz_score': 0.8192303815742552, 'interactive_engagement': 0.5044430996581535, 'time_spent': 56.25946044578516}","{'student_id': 90, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.4373064119119715, 'quiz_score': 0.6029705296276944, 'interactive_engagement': 0.5701193738101479, 'time_spent': 50.480389149823836}","{'student_id': 90, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.36707118328991445, 'quiz_score': 0.6317754645143405, 'interactive_engagement': 0.29682060539579197, 'time_spent': 58.254483562333384}","{'student_id': 90, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.3094770919716001, 'quiz_score': 0.5593952969419311, 'interactive_engagement': 0.3146725219430495, 'time_spent': 63.45585947613128}"
"{'student_id': 91, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.5384709638488027, 'quiz_score': 0.8938893215854804, 'interactive_engagement': 0.5221094165186604, 'time_spent': 19.771088984333545}","{'student_id': 91, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.5068464479675661, 'quiz_score': 0.9462559311967329, 'interactive_engagement': 0.41440288861436697, 'time_spent': 37.67218989655491}","{'student_id': 91, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.3435607779853036, 'quiz_score': 0.8835324687599225, 'interactive_engagement': 0.476225173359172, 'time_spent': 35.855540997568006}","{'student_id': 91, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.35623761663082176, 'quiz_score': 1.0086748761873203, 'interactive_engagement': 0.6697978676306802, 'time_spent': 36.20876004885404}","{'student_id': 91, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5923462937034122, 'quiz_score': 0.866401094635654, 'interactive_engagement': 0.6750640977107194, 'time_spent': 27.554851663733608}"
"{'student_id': 92, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.1109772289784128, 'quiz_score': 0.5730624323238396, 'interactive_engagement': 1.042987979475024, 'time_spent': 47.623754581299515}","{'student_id': 92, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.16845276470084133, 'quiz_score': 0.5527707559502064, 'interactive_engagement': 0.7394090188715259, 'time_spent': 54.32876631496631}","{'student_id': 92, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.26385416120852023, 'quiz_score': 0.4891020487381465, 'interactive_engagement': 0.7041538756345365, 'time_spent': 70.44764956767347}","{'student_id': 92, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.3077196232298805, 'quiz_score': 0.5244989950822411, 'interactive_engagement': 0.7372250281304908, 'time_spent': 70.0038519295037}","{'student_id': 92, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.23774327960003222, 'quiz_score': 0.48225798217282956, 'interactive_engagement': 0.9453835697036506, 'time_spent': 73.12450139272848}"
"{'student_id': 93, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.47715759161867166, 'quiz_score': 0.8431779635410981, 'interactive_engagement': 0.47599008317207336, 'time_spent': 29.829086217413813}","{'student_id': 93, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.42578111194364693, 'quiz_score': 0.826476381279565, 'interactive_engagement': 0.3555108006490482, 'time_spent': 22.042950251487056}","{'student_id': 93, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.4680208489776381, 'quiz_score': 0.774907663157031, 'interactive_engagement': 0.5293204148061036, 'time_spent': 33.67632503168043}","{'student_id': 93, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.3227580118273542, 'quiz_score': 0.8384892216814068, 'interactive_engagement': 0.6983279818729671, 'time_spent': 22.45783414559269}","{'student_id': 93, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.5645074882075499, 'quiz_score': 0.7711820653047511, 'interactive_engagement': 0.6462465066030015, 'time_spent': 22.464878003727215}"
"{'student_id': 94, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5745660898984922, 'quiz_score': 0.8195522885494934, 'interactive_engagement': 0.6752288781077912, 'time_spent': 27.75687171435988}","{'student_id': 94, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.32986585651802264, 'quiz_score': 0.8533580944038611, 'interactive_engagement': 0.5775368555058312, 'time_spent': 23.24788228319458}","{'student_id': 94, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.4614600483006955, 'quiz_score': 0.8386461622929485, 'interactive_engagement': 0.6372740091373795, 'time_spent': 31.844357511279817}","{'student_id': 94, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5712810768628399, 'quiz_score': 0.85958602787633, 'interactive_engagement': 0.5623863549892717, 'time_spent': 37.79946558336339}","{'student_id': 94, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.2937406021668401, 'quiz_score': 0.9071628971883587, 'interactive_engagement': 0.5304134700284899, 'time_spent': 27.408599493720594}"
"{'student_id': 95, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.3344066155471685, 'quiz_score': 0.7277211609283827, 'interactive_engagement': 0.5747272993774917, 'time_spent': 68.28612438637478}","{'student_id': 95, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.5202436473127701, 'quiz_score': 0.8878794793882986, 'interactive_engagement': 0.4662423453834169, 'time_spent': 52.2437073136044}","{'student_id': 95, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.4337854515045596, 'quiz_score': 0.7378066207347712, 'interactive_engagement': 0.3908689373220828, 'time_spent': 57.01553412409933}","{'student_id': 95, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.20890704239798508, 'quiz_score': 0.6193836528568251, 'interactive_engagement': 0.49010742418293124, 'time_spent': 69.53512568734877}","{'student_id': 95, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.43145137863070765, 'quiz_score': 0.7811902980288766, 'interactive_engagement': 0.596997849723485, 'time_spent': 69.3955034981249}"
"{'student_id': 96, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7810760773653269, 'quiz_score': 0.7354172075904799, 'interactive_engagement': 0.2847387422714474, 'time_spent': 55.10098176807845}","{'student_id': 96, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8494762753646969, 'quiz_score': 0.7895129720062145, 'interactive_engagement': 0.29702911690968997, 'time_spent': 31.72959832979328}","{'student_id': 96, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8561794353903462, 'quiz_score': 0.6514298199939537, 'interactive_engagement': 0.2918111932819058, 'time_spent': 31.035291570586928}","{'student_id': 96, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.6988083889741254, 'quiz_score': 0.6363601768063368, 'interactive_engagement': 0.3466504048489291, 'time_spent': 45.717715598331615}","{'student_id': 96, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.9424169839108106, 'quiz_score': 0.5636552989174336, 'interactive_engagement': 0.24676272612721942, 'time_spent': 38.184163367804246}"
"{'student_id': 97, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7661801399713958, 'quiz_score': 0.7498346984964754, 'interactive_engagement': 0.43276390541481613, 'time_spent': 57.08336439666919}","{'student_id': 97, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7616775097767632, 'quiz_score': 0.7503764086552165, 'interactive_engagement': 0.19069869888758673, 'time_spent': 31.92022100609698}","{'student_id': 97, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8211994830007541, 'quiz_score': 0.6355442929879402, 'interactive_engagement': 0.2609272531170888, 'time_spent': 42.32220560669698}","{'student_id': 97, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8674810042434861, 'quiz_score': 0.5580461136022732, 'interactive_engagement': 0.3939361023227937, 'time_spent': 45.5003018341335}","{'student_id': 97, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8850830913022578, 'quiz_score': 0.4978206274405423, 'interactive_engagement': 0.502227727912984, 'time_spent': 33.184701484181176}"
"{'student_id': 98, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.32652397135508504, 'quiz_score': 0.7767060004625336, 'interactive_engagement': 0.4676743255656598, 'time_spent': 54.530378098793264}","{'student_id': 98, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.3473866813795351, 'quiz_score': 0.6094177182219226, 'interactive_engagement': 0.40431837030291645, 'time_spent': 63.81725258884076}","{'student_id': 98, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.34924714438348703, 'quiz_score': 0.9103527724309767, 'interactive_engagement': 0.3983906401311125, 'time_spent': 53.65673327524831}","{'student_id': 98, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.21029381237969072, 'quiz_score': 0.7550704098722119, 'interactive_engagement': 0.5247115841761749, 'time_spent': 60.624201402307634}","{'student_id': 98, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.4575485421670657, 'quiz_score': 0.7127340816599146, 'interactive_engagement': 0.3263547421755131, 'time_spent': 63.887707333579094}"
"{'student_id': 99, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.28015201273418805, 'quiz_score': 0.6488455783718567, 'interactive_engagement': 0.8732147362184591, 'time_spent': 44.53064020260421}","{'student_id': 99, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.3423900321704188, 'quiz_score': 0.43407709606751416, 'interactive_engagement': 0.7555475594094238, 'time_spent': 71.61241742183358}","{'student_id': 99, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.3435128221543261, 'quiz_score': 0.64117980502708, 'interactive_engagement': 0.6148934169935866, 'time_spent': 70.70805427303158}","{'student_id': 99, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.23779193940440507, 'quiz_score': 0.4152649254669699, 'interactive_engagement': 0.6995408211704274, 'time_spent': 48.86929050314451}","{'student_id': 99, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.4152613072593236, 'quiz_score': 0.6996238139892791, 'interactive_engagement': 0.7020556729578643, 'time_spent': 51.99350407667863}"
"{'student_id': 100, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.905705036254332, 'quiz_score': 0.5918922892890984, 'interactive_engagement': 0.39699261162095695, 'time_spent': 54.43670805013409}","{'student_id': 100, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.870933156141526, 'quiz_score': 0.5778918845184302, 'interactive_engagement': 0.37054592583510504, 'time_spent': 34.943185135863416}","{'student_id': 100, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.8122816421968505, 'quiz_score': 0.7098680811711485, 'interactive_engagement': 0.35096918909322034, 'time_spent': 33.37848526703789}","{'student_id': 100, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7551325499169896, 'quiz_score': 0.520733011613321, 'interactive_engagement': 0.35616793312928957, 'time_spent': 53.033447007463394}","{'student_id': 100, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9600126246535345, 'quiz_score': 0.6131107406173899, 'interactive_engagement': 0.25092214972894605, 'time_spent': 56.26945102273176}"
"{'student_id': 101, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.08440162424512046, 'quiz_score': 0.4514951368922379, 'interactive_engagement': 0.935645757244835, 'time_spent': 47.82102883353766}","{'student_id': 101, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.2822025827865798, 'quiz_score': 0.6591775099341937, 'interactive_engagement': 0.56202630770389, 'time_spent': 65.2449358630866}","{'student_id': 101, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.15363205871624183, 'quiz_score': 0.3934039382528661, 'interactive_engagement': 0.9422989012399238, 'time_spent': 56.32316109345004}","{'student_id': 101, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.16499818108570288, 'quiz_score': 0.4986046499132919, 'interactive_engagement': 0.7079310704301244, 'time_spent': 62.447420814467065}","{'student_id': 101, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.05721514150692172, 'quiz_score': 0.5628787217086331, 'interactive_engagement': 0.6793236567656639, 'time_spent': 59.883997511419906}"
"{'student_id': 102, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7943279872665803, 'quiz_score': 0.6297414167126647, 'interactive_engagement': 0.38587965704546917, 'time_spent': 43.61352609222141}","{'student_id': 102, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7475280018396044, 'quiz_score': 0.6422189701519996, 'interactive_engagement': 0.4169540348711618, 'time_spent': 30.09230984000644}","{'student_id': 102, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7355612375177037, 'quiz_score': 0.7923995337270728, 'interactive_engagement': 0.3413033871036321, 'time_spent': 41.79104255738098}","{'student_id': 102, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8553458275615453, 'quiz_score': 0.7412042212986025, 'interactive_engagement': 0.19699126390682353, 'time_spent': 53.52933919853893}","{'student_id': 102, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7830760347063062, 'quiz_score': 0.6743819550736603, 'interactive_engagement': 0.44501153977121055, 'time_spent': 46.29622459565874}"
"{'student_id': 103, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7709214345717688, 'quiz_score': 0.7107270512932, 'interactive_engagement': 0.44999019390492107, 'time_spent': 56.968003282305574}","{'student_id': 103, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7755447389940225, 'quiz_score': 0.7174164281978587, 'interactive_engagement': 0.3675002490848268, 'time_spent': 58.71867711579739}","{'student_id': 103, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 1.0045937905756381, 'quiz_score': 0.8248557644207769, 'interactive_engagement': 0.4979358754634069, 'time_spent': 48.74529997228543}","{'student_id': 103, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.8109152998585442, 'quiz_score': 0.7432532829990514, 'interactive_engagement': 0.4967028252755856, 'time_spent': 58.99821668740732}","{'student_id': 103, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7887352058450593, 'quiz_score': 0.7210260177516715, 'interactive_engagement': 0.2594878453567894, 'time_spent': 32.74942088396599}"
"{'student_id': 104, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.30510932444358113, 'quiz_score': 0.8863096694129907, 'interactive_engagement': 0.4164491233303994, 'time_spent': 55.17711659953526}","{'student_id': 104, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.28828087579193773, 'quiz_score': 0.6488003962615176, 'interactive_engagement': 0.4012085425130264, 'time_spent': 69.6397341301815}","{'student_id': 104, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.27989687428036664, 'quiz_score': 0.8819165901148087, 'interactive_engagement': 0.5601137861046676, 'time_spent': 65.08637008386334}","{'student_id': 104, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.36570968401056037, 'quiz_score': 0.8010887433410037, 'interactive_engagement': 0.5317913269738315, 'time_spent': 64.15044492546116}","{'student_id': 104, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.39874928291347833, 'quiz_score': 0.8648370641806112, 'interactive_engagement': 0.569317004351792, 'time_spent': 54.5810117552476}"
"{'student_id': 105, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7951553737045736, 'quiz_score': 0.7004797981949676, 'interactive_engagement': 0.23532905130590032, 'time_spent': 43.40936868408886}","{'student_id': 105, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7558380468730289, 'quiz_score': 0.7596360834284124, 'interactive_engagement': 0.4175224185260333, 'time_spent': 34.189967853531826}","{'student_id': 105, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.9479111486661511, 'quiz_score': 0.5820883528509089, 'interactive_engagement': 0.2547286121149236, 'time_spent': 52.00846178369824}","{'student_id': 105, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.6836428683947348, 'quiz_score': 0.6256622506291286, 'interactive_engagement': 0.20313882521151852, 'time_spent': 49.0437938812717}","{'student_id': 105, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9366326706056043, 'quiz_score': 0.7960882978518496, 'interactive_engagement': 0.2056175490594687, 'time_spent': 52.13472919328852}"
